distribution,method,N,K,bin_id,bin_left,bin_right,bin_width,bin_center,count,frequency,density,mean,median,std,min,max,p90,p99
exponential,cut,1000000,50,12,3.10257550516,3.38462773274,0.282052227584,3.24360161895,10906,0.010906,0.038666597649,3.23683559183,3.23475717382,0.0809568127668,3.10257958151,3.38462742869,3.35242074391,3.38102810874
exponential,cut,1000000,50,13,3.38462773274,3.66667996033,0.282052227584,3.52565384654,8456,0.008456,0.0299802631322,3.52098204167,3.51863595294,0.0810804989044,3.3846823134,3.66667347923,3.63534164014,3.66366522975
exponential,cut,1000000,50,14,3.66667996033,3.94873218791,0.282052227584,3.80770607412,6216,0.006216,0.022038471574,3.7994829418,3.79645973192,0.0810486841646,3.66668300619,3.94864858939,3.91386187112,3.94482474779
exponential,cut,1000000,50,15,3.94873218791,4.2307844155,0.282052227584,4.0897583017,4811,0.004811,0.0170571246369,4.08265312806,4.07961269812,0.0805792022361,3.94880741527,4.23063557991,4.19773435232,4.22723292805
exponential,cut,1000000,50,16,4.2307844155,4.51283664308,0.282052227584,4.37181052929,3599,0.003599,0.012760048133,4.36299567237,4.35655426047,0.0813783192927,4.23081935786,4.51282825868,4.47793361731,4.50878658654
exponential,cut,1000000,50,17,4.51283664308,4.79488887066,0.282052227584,4.65386275687,2562,0.002562,0.0090834240947,4.64810201252,4.6442299235,0.0840926634686,4.51326231259,4.79465790758,4.76660335641,4.79220986583
exponential,cut,1000000,50,18,4.79488887066,5.07694109825,0.282052227584,4.93591498445,2008,0.002008,0.00711924886111,4.92996722692,4.92894298353,0.0819185985317,4.794899084,5.07693391398,5.04433638081,5.0746995159
exponential,cut,1000000,50,19,5.07694109825,5.35899332583,0.282052227584,5.21796721204,1536,0.001536,0.00544579992563,5.20827959429,5.20220543007,0.0810374484795,5.07698840449,5.35855680858,5.32519143527,5.35652702709
exponential,cut,1000000,50,20,5.35899332583,5.64104555341,0.282052227584,5.50001943962,1148,0.001148,0.00407016817358,5.49649606956,5.49387603707,0.0814824610047,5.35914859759,5.64070188287,5.61143734366,5.63686669051
exponential,cut,1000000,50,21,5.64104555341,5.923097781,0.282052227584,5.78207166721,887,0.000887,0.00314480763934,5.77513031211,5.77475199231,0.0804867684881,5.64127670731,5.92290922643,5.8859446346,5.91884340423
exponential,cut,1000000,50,22,5.923097781,6.20515000858,0.282052227584,6.06412389479,677,0.000677,0.00240026468076,6.06194825184,6.05762200787,0.0820422289429,5.92375512588,6.20505946588,6.17755556569,6.20343145993
exponential,cut,1000000,50,23,6.20515000858,6.48720223617,0.282052227584,6.34617612237,480,0.00048,0.00170181247676,6.33773015476,6.33694718277,0.0828285223919,6.20523466748,6.48688078284,6.45587857027,6.48305997747
exponential,cut,1000000,50,24,6.48720223617,6.76925446375,0.282052227584,6.62822834996,407,0.000407,0.00144299516259,6.62272490832,6.61925302497,0.0797178567336,6.48844138384,6.76657147715,6.73856034353,6.76564043397
exponential,cut,1000000,50,25,6.76925446375,7.05130669133,0.282052227584,6.91028057754,280,0.00028,0.000992723944776,6.89737606497,6.8915233945,0.0819183566046,6.76934791162,7.05121312614,7.01778071157,7.04965232852
exponential,cut,1000000,50,26,7.05130669133,7.33335891892,0.282052227584,7.19233280513,229,0.000229,0.000811906369121,7.1881258803,7.18792287596,0.081962112215,7.05294714639,7.3332399609,7.30681745282,7.33194541741
exponential,cut,1000000,50,27,7.33335891892,7.6154111465,0.282052227584,7.47438503271,166,0.000166,0.000588543481546,7.46487288392,7.46006342532,0.0826938450703,7.33346219392,7.61535872132,7.58641908104,7.61470215303
exponential,cut,1000000,50,28,7.6154111465,7.89746337409,0.282052227584,7.75643726029,103,0.000103,0.000365180593971,7.76305253402,7.76761164978,0.080173537914,7.61555709535,7.89652687466,7.86969423037,7.89612619602
exponential,cut,1000000,50,29,7.89746337409,8.17951560167,0.282052227584,8.03848948788,89,8.9e-05,0.000315544396732,8.03076691611,8.03430401251,0.0787210785087,7.89880607103,8.17329459127,8.14314211517,8.17292662987
exponential,cut,1000000,50,30,8.17951560167,8.46156782925,0.282052227584,8.32054171546,69,6.9e-05,0.000244635543534,8.30506328083,8.28479002716,0.086885132086,8.18056419537,8.45886132537,8.42141282065,8.45327242979
exponential,cut,1000000,50,31,8.46156782925,8.74362005684,0.282052227584,8.60259394305,50,5e-05,0.000177272132996,8.59453066838,8.58192542252,0.0870983339249,8.46333932015,8.74185142287,8.70052837525,8.73861857543
exponential,cut,1000000,50,32,8.74362005684,9.02567228442,0.282052227584,8.88464617063,58,5.8e-05,0.000205635674275,8.86977241217,8.87479632308,0.0777029027903,8.74494436168,9.01376256979,8.96840125816,9.01299208974
exponential,cut,1000000,50,33,9.02567228442,9.307724512,0.282052227584,9.16669839821,37,3.7e-05,0.000131181378417,9.17051674815,9.17594121615,0.0728396963935,9.03499835341,9.30153671763,9.25684575211,9.29034861307
exponential,cut,1000000,50,34,9.307724512,9.58977673959,0.282052227584,9.4487506258,24,2.4e-05,8.5090623838e-05,9.47014071784,9.4884853658,0.0820579587054,9.33067684252,9.58966225623,9.56592793809,9.58884364037
exponential,cut,1000000,50,35,9.58977673959,9.87182896717,0.282052227584,9.73080285338,14,1.4e-05,4.96361972388e-05,9.71022131015,9.69197401142,0.0738550296748,9.59363723989,9.84660303237,9.81687992153,9.84590148957
exponential,cut,1000000,50,36,9.87182896717,10.1538811948,0.282052227584,10.012855081,15,1.5e-05,5.31816398987e-05,9.99199554548,10.0034005424,0.0842844898715,9.8772370244,10.146088687,10.0845058965,10.1377753534
exponential,cut,1000000,50,37,10.1538811948,10.4359334223,0.282052227584,10.2949073085,12,1.2e-05,4.2545311919e-05,10.2524239552,10.2433231531,0.0543893303743,10.1560251045,10.3859935673,10.2907378301,10.3756623018
exponential,cut,1000000,50,38,10.4359334223,10.7179856499,0.282052227584,10.5769595361,4,4e-06,1.41817706397e-05,10.5826374082,10.5737074775,0.100016912345,10.4697484135,10.7133862643,10.6722011412,10.709267752
exponential,cut,1000000,50,39,10.7179856499,11.0000378775,0.282052227584,10.8590117637,8,8e-06,2.83635412793e-05,10.8697740436,10.9092962283,0.0747031260422,10.769840312,10.9455981972,10.9363795959,10.944676337
exponential,cut,1000000,50,40,11.0000378775,11.2820901051,0.282052227584,11.1410639913,3,3e-06,1.06363279797e-05,11.1191977181,11.1287206958,0.104686669037,11.0100749177,11.2187975408,11.2007821718,11.2169960039
exponential,cut,1000000,50,41,11.2820901051,11.5641423327,0.282052227584,11.4231162189,2,2e-06,7.09088531983e-06,11.4047239185,11.4047239185,0.10121971024,11.333150775,11.476297062,11.4619824333,11.4748655991
exponential,cut,1000000,50,42,11.5641423327,11.8461945603,0.282052227584,11.7051684465,1,1e-06,3.54544265992e-06,11.6156642547,11.6156642547,,11.6156642547,11.6156642547,11.6156642547,11.6156642547
exponential,cut,1000000,50,43,11.8461945603,12.1282467878,0.282052227584,11.9872206741,,0,0,,,,,,,
exponential,cut,1000000,50,44,12.1282467878,12.4102990154,0.282052227584,12.2692729016,1,1e-06,3.54544265992e-06,12.1394168942,12.1394168942,,12.1394168942,12.1394168942,12.1394168942,12.1394168942
exponential,cut,1000000,50,45,12.4102990154,12.692351243,0.282052227584,12.5513251292,2,2e-06,7.09088531983e-06,12.4898048975,12.4898048975,0.0790394021841,12.4339156003,12.5456941948,12.5345163354,12.5445764089
exponential,cut,1000000,50,46,12.692351243,12.9744034706,0.282052227584,12.8333773568,,0,0,,,,,,,
exponential,cut,1000000,50,47,12.9744034706,13.2564556982,0.282052227584,13.1154295844,,0,0,,,,,,,
exponential,cut,1000000,50,48,13.2564556982,13.5385079258,0.282052227584,13.397481812,,0,0,,,,,,,
exponential,cut,1000000,50,49,13.5385079258,13.8205601533,0.282052227584,13.6795340396,,0,0,,,,,,,
exponential,cut,1000000,50,50,13.8205601533,14.1026123809,0.282052227584,13.9615862671,1,1e-06,3.54544265992e-06,14.1026123809,14.1026123809,,14.1026123809,14.1026123809,14.1026123809,14.1026123809
exponential,qcut,1000000,50,1,1.00173717024e-06,0.020226232521,0.0202252307838,0.0101136171291,20000,0.02,0.988863870765,0.0100895156322,0.0100586004775,0.0058431026841,1.00173717024e-06,0.0202261696621,0.0181840437486,0.020049323935
exponential,qcut,1000000,50,2,0.020226232521,0.0408636616859,0.020637429165,0.0305449471035,20000,0.02,0.969112956858,0.0305123052205,0.0305183676698,0.00592839641142,0.0202262338038,0.0408634696172,0.0387151145085,0.0406654072167
